name,iso,id,country,admin_level,category,range_type,range,population,school_age_population,school_age_population_share,school_age_population_interval,school_age_population_interval_share,population_share,population_interval,population_interval_share
Kirfi,,59680162B60638866528984,NGA,ADM2,education,DISTANCE,20000,21276,13441,11.04,453,0.37,11.02,725,0.38
Kirfi,,59680162B60638866528984,NGA,ADM2,education,DISTANCE,25000,21680,13690,11.25,249,0.2,11.23,404,0.21
Kirfi,,59680162B60638866528984,NGA,ADM2,education,DISTANCE,30000,23701,14964,12.29,1274,1.05,12.27,2021,1.05
Kirfi,,59680162B60638866528984,NGA,ADM2,education,DISTANCE,35000,27612,17437,14.32,2473,2.03,14.3,3911,2.03
Kirfi,,59680162B60638866528984,NGA,ADM2,education,DISTANCE,40000,37995,24003,19.72,6566,5.39,19.68,10383,5.38
Kirfi,,59680162B60638866528984,NGA,ADM2,education,DISTANCE,45000,56837,35878,29.47,11875,9.76,29.43,18842,9.76
Kirfi,,59680162B60638866528984,NGA,ADM2,education,DISTANCE,50000,65850,41577,34.15,5699,4.68,34.1,9013,4.67
Sanga,,59680162B60875368726655,NGA,ADM2,education,DISTANCE,5000,1187,705,0.41,705,0.41,0.41,1187,0.41
Sanga,,59680162B60875368726655,NGA,ADM2,education,DISTANCE,10000,4258,2529,1.48,1824,1.07,1.48,3071,1.07
Sanga,,59680162B60875368726655,NGA,ADM2,education,DISTANCE,15000,6628,3937,2.3,1408,0.82,2.31,2370,0.83
Sanga,,59680162B60875368726655,NGA,ADM2,education,DISTANCE,20000,7612,4522,2.65,585,0.34,2.65,984,0.34
Sanga,,59680162B60875368726655,NGA,ADM2,education,DISTANCE,25000,11523,6846,4.01,2324,1.36,4.02,3911,1.36
Sanga,,59680162B60875368726655,NGA,ADM2,education,DISTANCE,30000,29450,17494,10.24,10648,6.23,10.27,17927,6.25
Sanga,,59680162B60875368726655,NGA,ADM2,education,DISTANCE,35000,50868,30285,17.73,12791,7.49,17.73,21418,7.47
Sanga,,59680162B60875368726655,NGA,ADM2,education,DISTANCE,40000,101046,60144,35.2,29859,17.48,35.23,50178,17.49
Sanga,,59680162B60875368726655,NGA,ADM2,education,DISTANCE,45000,121649,72431,42.4,12287,7.19,42.41,20603,7.18
Sanga,,59680162B60875368726655,NGA,ADM2,education,DISTANCE,50000,144054,85763,50.2,13332,7.8,50.22,22405,7.81
Barkin Ladi,,59680162B6096372749080,NGA,ADM2,education,DISTANCE,5000,34122,19893,11.05,19893,11.05,11.1,34122,11.1
Barkin Ladi,,59680162B6096372749080,NGA,ADM2,education,DISTANCE,10000,53777,31370,17.43,11477,6.38,17.49,19655,6.39
Barkin Ladi,,59680162B6096372749080,NGA,ADM2,education,DISTANCE,15000,95981,55991,31.11,24621,13.68,31.22,42204,13.73
Barkin Ladi,,59680162B6096372749080,NGA,ADM2,education,DISTANCE,20000,120259,70179,38.99,14188,7.88,39.11,24278,7.9
Barkin Ladi,,59680162B6096372749080,NGA,ADM2,education,DISTANCE,25000,163911,95676,53.16,25497,14.17,53.31,43652,14.2
Barkin Ladi,,59680162B6096372749080,NGA,ADM2,education,DISTANCE,30000,203162,118716,65.96,23040,12.8,66.08,39251,12.77
Barkin Ladi,,59680162B6096372749080,NGA,ADM2,education,DISTANCE,35000,232656,135938,75.53,17222,9.57,75.67,29494,9.59
Barkin Ladi,,59680162B6096372749080,NGA,ADM2,education,DISTANCE,40000,234732,137161,76.21,1223,0.68,76.35,2076,0.68
Barkin Ladi,,59680162B6096372749080,NGA,ADM2,education,DISTANCE,45000,241064,140868,78.27,3707,2.06,78.41,6332,2.06
Barkin Ladi,,59680162B6096372749080,NGA,ADM2,education,DISTANCE,50000,242981,141996,78.89,1128,0.63,79.03,1917,0.62
Yusufari,,59680162B61002782115608,NGA,ADM2,education,DISTANCE,50000,11,7,0.01,7,0.01,0.01,11,0.01
Alkaleri,,59680162B61092998371306,NGA,ADM2,education,DISTANCE,5000,4687,2894,0.89,2894,0.89,0.89,4687,0.89
Alkaleri,,59680162B61092998371306,NGA,ADM2,education,DISTANCE,10000,6400,3951,1.22,1057,0.33,1.22,1713,0.33
Alkaleri,,59680162B61092998371306,NGA,ADM2,education,DISTANCE,15000,7325,4523,1.4,572,0.18,1.4,925,0.18
Alkaleri,,59680162B61092998371306,NGA,ADM2,education,DISTANCE,20000,9819,6061,1.87,1538,0.48,1.87,2494,0.48
Alkaleri,,59680162B61092998371306,NGA,ADM2,education,DISTANCE,25000,37044,22878,7.07,16817,5.19,7.06,27225,5.19
Alkaleri,,59680162B61092998371306,NGA,ADM2,education,DISTANCE,30000,45624,28173,8.7,5295,1.64,8.7,8580,1.64
Alkaleri,,59680162B61092998371306,NGA,ADM2,education,DISTANCE,35000,54174,33454,10.33,5281,1.63,10.33,8550,1.63
Alkaleri,,59680162B61092998371306,NGA,ADM2,education,DISTANCE,40000,69249,42752,13.2,9298,2.87,13.2,15075,2.87
Alkaleri,,59680162B61092998371306,NGA,ADM2,education,DISTANCE,45000,114885,70886,21.89,28134,8.69,21.91,45636,8.7
Alkaleri,,59680162B61092998371306,NGA,ADM2,education,DISTANCE,50000,161637,99832,30.83,28946,8.94,30.82,46752,8.91
Ogbia,,59680162B61116944198945,NGA,ADM2,education,DISTANCE,5000,61223,32519,23.54,32519,23.54,23.52,61223,23.52
Ogbia,,59680162B61116944198945,NGA,ADM2,education,DISTANCE,10000,104307,55370,40.09,22851,16.54,40.08,43084,16.55
Ogbia,,59680162B61116944198945,NGA,ADM2,education,DISTANCE,15000,142930,75817,54.89,20447,14.8,54.92,38623,14.84
Ogbia,,59680162B61116944198945,NGA,ADM2,education,DISTANCE,20000,151542,80386,58.2,4569,3.31,58.23,8612,3.31
Ogbia,,59680162B61116944198945,NGA,ADM2,education,DISTANCE,25000,160791,85300,61.75,4914,3.56,61.78,9249,3.55
Ogbia,,59680162B61116944198945,NGA,ADM2,education,DISTANCE,30000,199267,105739,76.55,20439,14.8,76.57,38476,14.78
Ogbia,,59680162B61116944198945,NGA,ADM2,education,DISTANCE,35000,204480,108508,78.55,2769,2.0,78.57,5213,2.0
Ogbia,,59680162B61116944198945,NGA,ADM2,education,DISTANCE,40000,204819,108688,78.68,180,0.13,78.7,339,0.13
Ogbia,,59680162B61116944198945,NGA,ADM2,education,DISTANCE,45000,206509,109586,79.33,898,0.65,79.35,1690,0.65
Ogbia,,59680162B61116944198945,NGA,ADM2,education,DISTANCE,50000,206520,109592,79.34,6,0.0,79.35,11,0.0
Ussa,,59680162B61170702756328,NGA,ADM2,education,DISTANCE,50000,88,52,0.13,52,0.13,0.13,88,0.13
Egbedore,,59680162B61270202433812,NGA,ADM2,education,DISTANCE,5000,59285,30690,30.0,30690,30.0,30.11,59285,30.11
Egbedore,,59680162B61270202433812,NGA,ADM2,education,DISTANCE,10000,183143,95161,93.01,64471,63.02,93.02,123858,62.91
Egbedore,,59680162B61270202433812,NGA,ADM2,education,DISTANCE,15000,191613,99549,97.3,4388,4.29,97.32,8470,4.3
Egbedore,,59680162B61270202433812,NGA,ADM2,education,DISTANCE,20000,194766,101200,98.92,1651,1.61,98.92,3153,1.6
Egbedore,,59680162B61270202433812,NGA,ADM2,education,DISTANCE,25000,195307,101485,99.19,285,0.28,99.2,541,0.27
Egbedore,,59680162B61270202433812,NGA,ADM2,education,DISTANCE,30000,195645,101662,99.37,177,0.17,99.37,338,0.17
Egbedore,,59680162B61270202433812,NGA,ADM2,education,DISTANCE,35000,196888,102309,100.0,647,0.63,100.0,1243,0.63
Egbedore,,59680162B61270202433812,NGA,ADM2,education,DISTANCE,40000,196888,102309,100.0,0,0.0,100.0,0,0.0
Egbedore,,59680162B61270202433812,NGA,ADM2,education,DISTANCE,45000,196888,102309,100.0,0,0.0,100.0,0,0.0
Egbedore,,59680162B61270202433812,NGA,ADM2,education,DISTANCE,50000,196888,102309,100.0,0,0.0,100.0,0,0.0
Ayedire,,59680162B61434523060701,NGA,ADM2,education,DISTANCE,5000,24804,13008,16.21,13008,16.21,16.18,24804,16.18
Ayedire,,59680162B61434523060701,NGA,ADM2,education,DISTANCE,10000,66576,34880,43.45,21872,27.25,43.44,41772,27.26
Ayedire,,59680162B61434523060701,NGA,ADM2,education,DISTANCE,15000,97274,50905,63.42,16025,19.96,63.47,30698,20.03
Ayedire,,59680162B61434523060701,NGA,ADM2,education,DISTANCE,20000,102424,53602,66.78,2697,3.36,66.83,5150,3.36
Ayedire,,59680162B61434523060701,NGA,ADM2,education,DISTANCE,25000,128813,67441,84.02,13839,17.24,84.05,26389,17.22
Ayedire,,59680162B61434523060701,NGA,ADM2,education,DISTANCE,30000,136226,71331,88.87,3890,4.85,88.89,7413,4.84
Ayedire,,59680162B61434523060701,NGA,ADM2,education,DISTANCE,35000,138393,72468,90.28,1137,1.42,90.3,2167,1.41
Ayedire,,59680162B61434523060701,NGA,ADM2,education,DISTANCE,40000,153258,80268,100.0,7800,9.72,100.0,14865,9.7
Ayedire,,59680162B61434523060701,NGA,ADM2,education,DISTANCE,45000,153258,80268,100.0,0,0.0,100.0,0,0.0
Ayedire,,59680162B61434523060701,NGA,ADM2,education,DISTANCE,50000,153258,80268,100.0,0,0.0,100.0,0,0.0
Ngor-Okpala,,59680162B61451583552190,NGA,ADM2,education,DISTANCE,5000,308,152,0.14,152,0.14,0.15,308,0.15
Ngor-Okpala,,59680162B61451583552190,NGA,ADM2,education,DISTANCE,10000,25638,12699,12.04,12547,11.9,12.08,25330,11.94
Ngor-Okpala,,59680162B61451583552190,NGA,ADM2,education,DISTANCE,15000,49997,24797,23.52,12098,11.47,23.56,24359,11.48
Ngor-Okpala,,59680162B61451583552190,NGA,ADM2,education,DISTANCE,20000,102265,50761,48.14,25964,24.62,48.19,52268,24.63
Ngor-Okpala,,59680162B61451583552190,NGA,ADM2,education,DISTANCE,25000,161196,80088,75.95,29327,27.81,75.96,58931,27.77
Ngor-Okpala,,59680162B61451583552190,NGA,ADM2,education,DISTANCE,30000,191180,94994,90.09,14906,14.14,90.09,29984,14.13
Ngor-Okpala,,59680162B61451583552190,NGA,ADM2,education,DISTANCE,35000,209511,104106,98.73,9112,8.64,98.73,18331,8.64
Ngor-Okpala,,59680162B61451583552190,NGA,ADM2,education,DISTANCE,40000,210537,104616,99.21,510,0.48,99.21,1026,0.48
Ngor-Okpala,,59680162B61451583552190,NGA,ADM2,education,DISTANCE,45000,212082,105384,99.94,768,0.73,99.94,1545,0.73
Ngor-Okpala,,59680162B61451583552190,NGA,ADM2,education,DISTANCE,50000,212082,105384,99.94,0,0.0,99.94,0,0.0
Suru,,59680162B61567493958965,NGA,ADM2,education,DISTANCE,15000,119,72,0.05,72,0.05,0.05,119,0.05
Suru,,59680162B61567493958965,NGA,ADM2,education,DISTANCE,20000,121,73,0.05,1,0.0,0.05,2,0.0
Suru,,59680162B61567493958965,NGA,ADM2,education,DISTANCE,25000,5062,3073,1.98,3000,1.93,1.99,4941,1.94
Suru,,59680162B61567493958965,NGA,ADM2,education,DISTANCE,30000,16570,10060,6.48,6987,4.5,6.51,11508,4.52
Suru,,59680162B61567493958965,NGA,ADM2,education,DISTANCE,35000,28137,17096,11.02,7036,4.53,11.06,11567,4.55
Suru,,59680162B61567493958965,NGA,ADM2,education,DISTANCE,40000,34388,20934,13.49,3838,2.47,13.51,6251,2.46
Suru,,59680162B61567493958965,NGA,ADM2,education,DISTANCE,45000,40316,24549,15.82,3615,2.33,15.84,5928,2.33
Suru,,59680162B61567493958965,NGA,ADM2,education,DISTANCE,50000,45424,27657,17.83,3108,2.0,17.85,5108,2.01
Girei,,59680162B61760155439631,NGA,ADM2,education,DISTANCE,5000,163,96,0.08,96,0.08,0.08,163,0.08
Girei,,59680162B61760155439631,NGA,ADM2,education,DISTANCE,10000,24214,14207,12.4,14111,12.32,12.27,24051,12.18
Girei,,59680162B61760155439631,NGA,ADM2,education,DISTANCE,15000,80895,46527,40.61,32320,28.21,40.98,56681,28.71
Girei,,59680162B61760155439631,NGA,ADM2,education,DISTANCE,20000,105094,60643,52.93,14116,12.32,53.24,24199,12.26
Girei,,59680162B61760155439631,NGA,ADM2,education,DISTANCE,25000,114836,66271,57.85,5628,4.91,58.17,9742,4.94
Girei,,59680162B61760155439631,NGA,ADM2,education,DISTANCE,30000,125916,72746,63.5,6475,5.65,63.79,11080,5.61
Girei,,59680162B61760155439631,NGA,ADM2,education,DISTANCE,35000,131559,76048,66.38,3302,2.88,66.65,5643,2.86
Girei,,59680162B61760155439631,NGA,ADM2,education,DISTANCE,40000,138571,80152,69.96,4104,3.58,70.2,7012,3.55
Girei,,59680162B61760155439631,NGA,ADM2,education,DISTANCE,45000,139709,80817,70.54,665,0.58,70.77,1138,0.58
Girei,,59680162B61760155439631,NGA,ADM2,education,DISTANCE,50000,139880,80917,70.63,100,0.09,70.86,171,0.09
Odigbo,,59680162B61774592523326,NGA,ADM2,education,DISTANCE,5000,8984,4785,2.77,4785,2.77,2.77,8984,2.77
Odigbo,,59680162B61774592523326,NGA,ADM2,education,DISTANCE,10000,20815,11071,6.42,6286,3.64,6.42,11831,3.65
Odigbo,,59680162B61774592523326,NGA,ADM2,education,DISTANCE,15000,47516,25283,14.65,14212,8.24,14.66,26701,8.24
Odigbo,,59680162B61774592523326,NGA,ADM2,education,DISTANCE,20000,101634,54092,31.35,28809,16.7,31.35,54118,16.69
Odigbo,,59680162B61774592523326,NGA,ADM2,education,DISTANCE,25000,223992,119216,69.1,65124,37.75,69.08,122358,37.74
Odigbo,,59680162B61774592523326,NGA,ADM2,education,DISTANCE,30000,262912,139930,81.1,20714,12.01,81.09,38920,12.0
Odigbo,,59680162B61774592523326,NGA,ADM2,education,DISTANCE,35000,275941,146852,85.11,6922,4.01,85.11,13029,4.02
Odigbo,,59680162B61774592523326,NGA,ADM2,education,DISTANCE,40000,288538,153547,88.99,6695,3.88,88.99,12597,3.89
Odigbo,,59680162B61774592523326,NGA,ADM2,education,DISTANCE,45000,300206,159768,92.6,6221,3.61,92.59,11668,3.6
Odigbo,,59680162B61774592523326,NGA,ADM2,education,DISTANCE,50000,302227,160843,93.22,1075,0.62,93.21,2021,0.62
Agatu,,59680162B61995403132351,NGA,ADM2,education,DISTANCE,5000,17607,10736,11.3,10736,11.3,11.3,17607,11.3
Agatu,,59680162B61995403132351,NGA,ADM2,education,DISTANCE,10000,22064,13455,14.16,2719,2.86,14.16,4457,2.86
Agatu,,59680162B61995403132351,NGA,ADM2,education,DISTANCE,15000,43997,26829,28.24,13374,14.08,28.23,21933,14.07
Agatu,,59680162B61995403132351,NGA,ADM2,education,DISTANCE,20000,70873,43218,45.49,16389,17.25,45.48,26876,17.24
Agatu,,59680162B61995403132351,NGA,ADM2,education,DISTANCE,25000,97145,59239,62.35,16021,16.86,62.33,26272,16.86
Agatu,,59680162B61995403132351,NGA,ADM2,education,DISTANCE,30000,99486,60666,63.85,1427,1.5,63.83,2341,1.5
Agatu,,59680162B61995403132351,NGA,ADM2,education,DISTANCE,35000,113376,69137,72.77,8471,8.92,72.75,13890,8.91
Agatu,,59680162B61995403132351,NGA,ADM2,education,DISTANCE,40000,139539,85091,89.56,15954,16.79,89.53,26163,16.79
Agatu,,59680162B61995403132351,NGA,ADM2,education,DISTANCE,45000,140383,85605,90.1,514,0.54,90.08,844,0.54
Agatu,,59680162B61995403132351,NGA,ADM2,education,DISTANCE,50000,141190,86097,90.62,492,0.52,90.59,807,0.52
Isokan,,59680162B6205124943279,NGA,ADM2,education,DISTANCE,5000,95971,49762,43.13,49762,43.13,43.27,95971,43.27
Isokan,,59680162B6205124943279,NGA,ADM2,education,DISTANCE,10000,126680,65763,57.0,16001,13.87,57.11,30709,13.84
Isokan,,59680162B6205124943279,NGA,ADM2,education,DISTANCE,15000,151522,78723,68.23,12960,11.23,68.31,24842,11.2
Isokan,,59680162B6205124943279,NGA,ADM2,education,DISTANCE,20000,161486,83919,72.73,5196,4.5,72.8,9964,4.49
