State Pcode,State Name,LGA Pcode,LGA Name,Ward Name,School Name,School Level,School Type,School Status
NG036,Yobe,NG036001,Bade,Usur Dawayo,Aiso Primary School,Pre-Primary and Primary ,Regular ,Open
NG036,Yobe,NG036001,Bade,Usur Dawayo Word,Alagarno Primary School,Pre-Primary and Primary ,Regular ,Open
NG036,Yobe,NG036001,Bade,Gwio Kura,Alagarno Fatke Primary School,Pre-Primary and Primary ,Regular ,Open
NG036,Yobe,NG036001,Bade,Usur Dawayo,Azam Primary School,Pre-Primary and Primary ,Regular ,Open
NG036,Yobe,NG036001,Bade,Usur Dawayo,Azbak Primary School,Pre-Primary and Primary ,Regular ,Open
NG036,Yobe,NG036001,Bade,Lawan Fannami,Babuje Primary School,Pre-Primary and Primary ,Regular ,Open
NG036,Yobe,NG036001,Bade,Dagona,Bizi Primary School,Pre-Primary and Primary ,Regular ,Open
NG036,Yobe,NG036001,Bade,Dawayo,Bukar Abba Primary School,Pre-Primary and Primary ,Islamiyya integrated ,Open
NG036,Yobe,NG036001,Bade,Usur Dawayo,Bulabulin Primary School,Pre-Primary and Primary ,Regular ,Open
NG036,Yobe,NG036001,Bade,Gwio Kura,Chirawa Primary School,Pre-Primary and Primary ,Regular ,Open
NG036,Yobe,NG036001,Bade,Dagona,Dagona Primary School,Pre-Primary and Primary ,Regular ,Open
NG036,Yobe,NG036001,Bade,Dagona,Dalah Primary School,Pre-Primary and Primary ,Regular ,Open
NG036,Yobe,NG036001,Bade,Dangare,Dangare Primary School,Pre-Primary and Primary ,Regular ,Open
NG036,Yobe,NG036001,Bade,Dawayo,Dawayo Primary School,Pre-Primary and Primary ,Regular ,Open
NG036,Yobe,NG036001,Bade,Gwio Kura,Fulka Primary School,Pre-Primary and Primary ,Regular ,Open
NG036,Yobe,NG036001,Bade,Sugum,Garin Manda Primary School,Pre-Primary and Primary ,Regular ,Open
NG036,Yobe,NG036001,Bade,Sugum Tagali,Gabarwa Primary School,Pre-Primary and Primary ,Regular ,Open
NG036,Yobe,NG036001,Bade,,Gabarwa Primary School,Pre-primary and Primary,Regular ,Open
NG036,Yobe,NG036001,Bade,Gwio Kura,Gwaja Gwaja Primary School,Pre-Primary and Primary ,Regular ,Open
NG036,Yobe,NG036001,Bade,Gwio Kura,Gwio Boarding Primary School,Pre-Primary and Primary ,Regular ,Open
NG036,Yobe,NG036001,Bade,Gwio Kura,Gwio Dina Primary School,Pre-Primary and Primary ,Regular ,Open
NG036,Yobe,NG036001,Bade,Gwio Kura,Gwio Kura Primary School,Pre-Primary and Primary ,Regular ,Open
NG036,Yobe,NG036001,Bade,Sarkin Hausawa,Islamiya Primary School,Pre-Primary and Primary ,Regular ,Open
NG036,Yobe,NG036001,Bade,Dagona,Jigawa Primary School,Pre-Primary and Primary ,Regular ,Open
NG036,Yobe,NG036001,Bade,Dawayo,Jimami Primary School,Pre-Primary and Primary ,Regular ,Open
NG036,Yobe,NG036001,Bade,Sugum Tagali,Kabayo Primary School,Pre-Primary and Primary ,Regular ,Open
NG036,Yobe,NG036001,Bade,Katuzu,Katuzu Primary School,Pre-Primary and Primary ,Regular ,Open
NG036,Yobe,NG036001,Bade,Usur Dawayo,Lafiyari Primary School,Pre-Primary and Primary ,Regular ,Open
NG036,Yobe,NG036001,Bade,Sabon Ward,Lamido M. Primary School,Pre-Primary and Primary ,Regular ,Open
NG036,Yobe,NG036001,Bade,Sabon Gari Ward,Lamido Nanne Primary School,Pre-Primary and Primary ,Nomadic (Migrants) ,Open
NG036,Yobe,NG036001,Bade,Sabon Gari Ward,Low Cost Primary School,Pre-Primary and Primary ,Regular ,Open
NG036,Yobe,NG036001,Bade,Tagali Sugum,Madama Primary School,Pre-Primary and Primary ,Regular ,Open
NG036,Yobe,NG036001,Bade,Gwio Kura,Mainari Primary School,Pre-Primary and Primary ,Regular ,Open
NG036,Yobe,NG036001,Bade,Dagona,Mainiya Primary School,Pre-Primary and Primary ,Regular ,Open
NG036,Yobe,NG036001,Bade,Gwio Kura,Makoshe Primary School,Pre-Primary and Primary ,Regular ,Open
NG036,Yobe,NG036001,Bade,Dagona,Misilli Primary School,Pre-Primary and Primary ,Regular ,Open
NG036,Yobe,NG036001,Bade,Gwio Kura,Modu Gana Primary School,Pre-Primary and Primary ,Regular ,Open
NG036,Yobe,NG036001,Bade,Dagona,Murza Primary School,Pre-Primary and Primary ,Regular ,Open
NG036,Yobe,NG036001,Bade,Gwio Kura,Ngelbowa Primary School,Pre-Primary and Primary ,Regular ,Open
NG036,Yobe,NG036001,Bade,Gwio Kura,Ngeljabe Primary School,Pre-Primary and Primary ,Regular ,Open
NG036,Yobe,NG036001,Bade,Usur Dawayo,Paga Primary School,Pre-Primary and Primary ,Regular ,Open
NG036,Yobe,NG036001,Bade,Sabon Gari,Ramat Primary School,Pre-Primary and Primary ,Regular ,Open
NG036,Yobe,NG036001,Bade,Gwio Kura,S/Gankire Primary School,Pre-Primary and Primary ,Regular ,Open
NG036,Yobe,NG036001,Bade,Sugum Tagali,Sugum Primary School,Pre-Primary and Primary ,Regular ,Open
NG036,Yobe,NG036001,Bade,Sugum Tagali,Tagali Primary School,Pre-Primary and Primary ,Regular ,Open
NG036,Yobe,NG036001,Bade,Sugum,Tagama Primary School,Pre-Primary and Primary ,Regular ,Open
NG036,Yobe,NG036001,Bade,Usur Dawayo,Tagoya Primary School,Pre-Primary and Primary ,Regular ,Open
NG036,Yobe,NG036001,Bade,Usur Dawayo,Takalku Primary School,Pre-Primary and Primary ,Regular ,Open
NG036,Yobe,NG036001,Bade,Sugum Tagali,Takvirvir Primary School,Pre-Primary and Primary ,Regular ,Open
NG036,Yobe,NG036001,Bade,Lawan Musa,Umar Suleiman Primary School,Pre-Primary and Primary ,Regular ,Open
NG036,Yobe,NG036001,Bade,Usur Dawayo,Usur Primary School,Pre-Primary and Primary ,Regular ,Open
NG036,Yobe,NG036001,Bade,Lawan Musa,Zango I Primary School,Pre-Primary and Primary ,Regular ,Open
NG036,Yobe,NG036001,Bade,Zango,"Zango Primary School, Ii Primary School",Pre-Primary and Primary ,Regular ,Open
NG036,Yobe,NG036001,Bade,Lawan Fannami Ward,Custom Islamiya Primary School,Pre-Primary and Primary ,Regular ,Open
NG036,Yobe,NG036001,Bade,Sugum Tagali,Gapiwa Primary School,Pre-Primary and Primary ,Regular ,Open
NG036,Yobe,NG036001,Bade,Gashua,Tsangaya Almajiri Model School,Pre-Primary and Primary ,Islamiyya integrated ,Open
NG036,Yobe,NG036001,Bade,Usur Dawayo Ward,"Government Boys Junior Secondary School, Gstc Gsh",Junior Secondary ,Regular ,Open
NG036,Yobe,NG036001,Bade,,"Government Boys Junior Secondary School, Gwiokura",Junior Secondary,Regular ,Open
NG036,Yobe,NG036001,Bade,Usur/Dawayo,"Government Day Junior Secondary School, Dawayo",Junior Secondary ,Regular ,Open
NG036,Yobe,NG036001,Bade,Usur Dawayo,"Government Day Junior Secondary School, Azam- Kura",Junior Secondary ,Regular ,Open
NG036,Yobe,NG036001,Bade,Dagona,"Government Day Junior Secondary School, Bizi",Junior Secondary ,Regular ,Open
NG036,Yobe,NG036001,Bade,Dagona,"Government Day Junior Secondary School, Dagona",Junior Secondary ,Regular ,Open
NG036,Yobe,NG036001,Bade,Sugum Tagali,"Government Day Junior Secondary School, Tagali",Junior Secondary ,Regular ,Open
NG036,Yobe,NG036001,Bade,Lawan Musa Ward,"Government Day Junior Secondary School, U/ Suleiman",Junior Secondary ,Regular ,Open
NG036,Yobe,NG036001,Bade,Lawan Fannami,"Government Day Junior Secondary School, Babuje",Junior Secondary ,Regular ,Open
NG036,Yobe,NG036001,Bade,Sabon Gari Ward,"Government Day Junior Secondary School, Ramat",Junior Secondary ,Regular ,Open
NG036,Yobe,NG036001,Bade,Sugum Tagali,"Government Day Junior Secondary School, Sugum",Junior Secondary ,Regular ,Open
NG036,Yobe,NG036001,Bade,Lawan Musa Ward,"GGovernment Day Junior Secondary School, Zango I",Junior Secondary ,Regular ,Open
NG036,Yobe,NG036001,Bade,Usur Dawayo,"Government Day Junior Secondary School, Usur",Junior Secondary ,Regular ,Open
NG036,Yobe,NG036001,Bade,Katuzu,"Government Day Junior Secondary School, Katuzu",Junior Secondary ,Regular ,Open
NG036,Yobe,NG036001,Bade,Lawan Fannami,"Government Day Secondary School, Gashua",Senior Secondary ,Regular ,Open
NG036,Yobe,NG036001,Bade,Gwio-Kura,"Government Secondary School, Gwio-Kura",Senior Secondary ,Regular ,Open
NG036,Yobe,NG036001,Bade,Lawan Fannami,"Attayseer Academy, Gashua",Private Education ,Regular ,Open
NG036,Yobe,NG036001,Bade,Low Cost Extention,"Brighter Academy, Gashua",Private Education ,Regular ,Open
NG036,Yobe,NG036001,Bade,Sabon Gari,Brighter Day Nursery And Primary School,Private Education ,Regular ,Open
NG036,Yobe,NG036001,Bade,Katuzu,Kawa Model School,Private Education ,Regular ,Open
NG036,Yobe,NG036001,Bade,Sabon Gari,Madina International Nursery & Primary School,Private Education ,Islamiyya integrated ,Open
NG036,Yobe,NG036001,Bade,Sabon Gari,Sahel Academy,Private Education ,Regular ,Open
NG036,Yobe,NG036001,Bade,Katuzu,Yusra Model Science Primary And Secondary School,Private Education ,Regular ,Open
NG036,Yobe,NG036001,Bade,Usur Dawayo,"Government Science & Technical College, Gashua",Science and Vocational ,Science and Technology College ,Open
NG036,Yobe,NG036002,Bursari,Kurnawa Ward,Abbari Primary School,Pre-Primary and Primary ,Regular ,Open
NG036,Yobe,NG036002,Bursari,Bayamari,Ajidawari Primary School,Pre-Primary and Primary ,Regular ,Open
NG036,Yobe,NG036002,Bursari,Guji,Ajiri Primary School,Pre-Primary and Primary ,Regular ,Open
NG036,Yobe,NG036002,Bursari,Kaliyari,B/Badi Primary School,Pre-Primary and Primary ,Regular ,Open
NG036,Yobe,NG036002,Bursari,Dapchi,Bade Gana Primary School,Pre-Primary and Primary ,Regular ,Open
NG036,Yobe,NG036002,Bursari,Bayamari Damaya,Batur Primary School,Pre-Primary and Primary ,Regular ,Open
NG036,Yobe,NG036002,Bursari,Bayamari Damaya,Bayamari Primary School,Pre-Primary and Primary ,Regular ,Open
NG036,Yobe,NG036002,Bursari,Kaliyari,Bursari Primary School,Pre-Primary and Primary ,Regular ,Open
NG036,Yobe,NG036002,Bursari,Guji Metalari,Bururu Primary School,Pre-Primary and Primary ,Regular ,Open
NG036,Yobe,NG036002,Bursari,Masaba,Dadigar Primary School,Pre-Primary and Primary ,Regular ,Open
NG036,Yobe,NG036002,Bursari,Guji Mai Talari,Dallari Primary School,Pre-Primary and Primary ,Regular ,Open
NG036,Yobe,NG036002,Bursari,Damaya Ward,Damaya Primary School,Pre-Primary and Primary ,Regular ,Open
NG036,Yobe,NG036002,Bursari,,Damnaga Primary School,Pre-Primary and Primary ,Regular ,Open
NG036,Yobe,NG036002,Bursari,,Dananai Primary School,Pre-Primary and Primary ,Regular ,Open
NG036,Yobe,NG036002,Bursari,,Danga Kanamma Primary School,Pre-Primary and Primary ,Regular ,Open
NG036,Yobe,NG036002,Bursari,Dapchi,Dapchi Central Primary School,Pre-Primary and Primary ,Regular ,Open
NG036,Yobe,NG036002,Bursari,Dapchi,Dapchi Ii Primary School,Pre-Primary and Primary ,Regular ,Open
NG036,Yobe,NG036002,Bursari,Dapchi,Dapso Primary School,Pre-Primary and Primary ,Regular ,Open
NG036,Yobe,NG036002,Bursari,Masaba,Daskum Primary School,Pre-Primary and Primary ,Regular ,Open
NG036,Yobe,NG036002,Bursari,Kaliyari,Diga Primary School,Pre-Primary and Primary ,Regular ,Open
NG036,Yobe,NG036002,Bursari,Masaba,Dumburi Central Primary School,Pre-Primary and Primary ,Regular ,Open
NG036,Yobe,NG036002,Bursari,Masaba,Dumburi Huri Primary School,Pre-Primary and Primary ,Regular ,Open
NG036,Yobe,NG036002,Bursari,Guji Metalari,G/Adua Primary School,Pre-Primary and Primary ,Regular ,Open
NG036,Yobe,NG036002,Bursari,Guba Dapso,G/Kabaju Primary School,Pre-Primary and Primary ,Regular ,Open
NG036,Yobe,NG036002,Bursari,Masaba,Gadine Primary School,Pre-Primary and Primary ,Regular ,Open
NG036,Yobe,NG036002,Bursari,Julluri Ward,Gamsawa Ii Primary School,Pre-Primary and Primary ,Regular ,Open
NG036,Yobe,NG036002,Bursari,Kaliyari Ward,Gamsawa Primary School,Pre-Primary and Primary ,Regular ,Open
NG036,Yobe,NG036002,Bursari,Masaba,Gangawa Primary School,Pre-Primary and Primary ,Regular ,Open
NG036,Yobe,NG036002,Bursari,Jawa Garin Dole,Garin Alkali Primary School,Pre-Primary and Primary ,Regular ,Open
NG036,Yobe,NG036002,Bursari,Garundole Jawa,Garin Dole Primary School,Pre-Primary and Primary ,Regular ,Open
NG036,Yobe,NG036002,Bursari,Guba Dapso Ward,Garin Gangarang Primary School,Pre-Primary and Primary ,Regular ,Open
NG036,Yobe,NG036002,Bursari,Garun Dole,Giji Gaiwa Primary School,Pre-Primary and Primary ,Regular ,Open
NG036,Yobe,NG036002,Bursari,Guba Dapso Ward,Gilbasu Primary School,Pre-Primary and Primary ,Regular ,Open
NG036,Yobe,NG036002,Bursari,Garin Dole Jawa Ward,Girim Primary School,Pre-Primary and Primary ,Regular ,Open
NG036,Yobe,NG036002,Bursari,Masaba Ward,Girwan Primary School,Pre-Primary and Primary ,Regular ,Open
NG036,Yobe,NG036002,Bursari,Guba Dapso Ward,Guba Primary School,Pre-Primary and Primary ,Regular ,Open
NG036,Yobe,NG036002,Bursari,Jawa Garun Dole Ward,Ilaila Primary School,Pre-Primary and Primary ,Regular ,Open
NG036,Yobe,NG036002,Bursari,Jawa Garin Dole,Jawur Primary School,Pre-Primary and Primary ,Regular ,Open
NG036,Yobe,NG036002,Bursari,Kaliyari,Jiburti Primary School,Pre-Primary and Primary ,Regular ,Open
NG036,Yobe,NG036002,Bursari,Kaliyari,Jido Primary School,Pre-Primary and Primary ,Regular ,Open
NG036,Yobe,NG036002,Bursari,Jawa Zone,Jirgwaya Primary School,Pre-Primary and Primary ,Regular ,Open
NG036,Yobe,NG036002,Bursari,Juluri Damnawa Ward,Juluri Primary School,Pre-Primary and Primary ,Regular ,Open
NG036,Yobe,NG036002,Bursari,Kaliyari,Kagadamu Primary School,Pre-Primary and Primary ,Regular ,Open
NG036,Yobe,NG036002,Bursari,Kariyari,Kakandiri Primary School,Pre-Primary and Primary ,Regular ,Open
NG036,Yobe,NG036002,Bursari,Guji Maitalari,Kalgiri Primary School,Pre-Primary and Primary ,Regular ,Open
NG036,Yobe,NG036002,Bursari,Kaliyari Ward,Kaliyari Primary School,Pre-Primary and Primary ,Regular ,Open
NG036,Yobe,NG036002,Bursari,Guba,Kankare Primary School,Pre-Primary and Primary ,Regular ,Open
NG036,Yobe,NG036002,Bursari,Kariyari,Kirkir Primary School,Pre-Primary and Primary ,Regular ,Open
NG036,Yobe,NG036002,Bursari,Jawa Garundole Ward,Koromari Primary School,Pre-Primary and Primary ,Regular ,Open
NG036,Yobe,NG036002,Bursari,Danani Lawanti Ward,Kuka Jobe Primary School,Pre-Primary and Primary ,Regular ,Open
NG036,Yobe,NG036002,Bursari,Guji Metalari,Kukuri Primary School,Pre-Primary and Primary ,Regular ,Open
NG036,Yobe,NG036002,Bursari,Kurnawa Ward,Kurnawa Primary School,Pre-Primary and Primary ,Regular ,Open
NG036,Yobe,NG036002,Bursari,Danani Ward,Lawanti Primary School,Pre-Primary and Primary ,Regular ,Open
NG036,Yobe,NG036002,Bursari,Garin Dole Jawa Ward,M/Gawo Primary School,Pre-Primary and Primary ,Regular ,Open
NG036,Yobe,NG036002,Bursari,Guji Metalari,Mai Jibo Primary School,Pre-Primary and Primary ,Regular ,Open
NG036,Yobe,NG036002,Bursari,Guji Maitalari,Maji Kawuri Primary School,Pre-Primary and Primary ,Regular ,Open
NG036,Yobe,NG036002,Bursari,Guji Maitalari Ward,Makintari Primary School,Pre-Primary and Primary ,Regular ,Open
NG036,Yobe,NG036002,Bursari,Danani Lawanti Ward,Malumti Primary School,Pre-Primary and Primary ,Regular ,Open
NG036,Yobe,NG036002,Bursari,Garundole Jawa Ward,Marina Primary School,Pre-Primary and Primary ,Regular ,Open
NG036,Yobe,NG036002,Bursari,Guba Dapso,Marori Primary School,Pre-Primary and Primary ,Regular ,Open
NG036,Yobe,NG036002,Bursari,Masaba,Masaba Primary School,Pre-Primary and Primary ,Regular ,Open
NG036,Yobe,NG036002,Bursari,Danani Lawanti,Matti Primary School,Pre-Primary and Primary ,Regular ,Open
NG036,Yobe,NG036002,Bursari,Guji Maitalari,Mutalari Primary School,Pre-Primary and Primary ,Regular ,Open
NG036,Yobe,NG036002,Bursari,Dapchi,Niursery Dapchi Primary School,Pre-Primary and Primary ,Regular ,Open
NG036,Yobe,NG036002,Bursari,Garindole Jawa,Rimi Juru Primary School,Pre-Primary and Primary ,Regular ,Open
NG036,Yobe,NG036002,Bursari,Guba Dapso Ward,Sabon Gari Primary School,Pre-Primary and Primary ,Regular ,Open
NG036,Yobe,NG036002,Bursari,Guji Maitalari Ward,Shettimari Primary School,Pre-Primary and Primary ,Regular ,Open
NG036,Yobe,NG036002,Bursari,,Sunowa Primary School,Pre-primary and Primary,Regular ,Open
NG036,Yobe,NG036002,Bursari,Masaba,Tabawa Primary School,Pre-Primary and Primary ,Regular ,Open
NG036,Yobe,NG036002,Bursari,Garin Dole Jawa,Tarbutu Primary School,Pre-Primary and Primary ,Regular ,Open
NG036,Yobe,NG036002,Bursari,Dapchi Ward,Telako Primary School,Pre-Primary and Primary ,Regular ,Open
NG036,Yobe,NG036002,Bursari,Danani,Tuban Gida Primary School,Pre-Primary and Primary ,Regular ,Open
NG036,Yobe,NG036002,Bursari,Kaliyari,Warodi Primary School,Pre-Primary and Primary ,Regular ,Open
NG036,Yobe,NG036002,Bursari,Bayamari,"Government Day Junior Secondary School, Bayamari",Junior Secondary ,Regular ,Open
NG036,Yobe,NG036002,Bursari,Dapchi,"Government Day Junior Secondary School, Dapchi",Junior Secondary ,Regular ,Open
NG036,Yobe,NG036002,Bursari,Masaba,"Government Day Junior Secondary School, Dumbari",Junior Secondary ,Regular ,Open
NG036,Yobe,NG036002,Bursari,Garundole Jawa Ward,"Government Day Junior Secondary School, Garin Alkali",Junior Secondary ,Regular ,Open
NG036,Yobe,NG036002,Bursari,Damnawa Juluri Ward,"Government Day Junior Secondary School, Julluri",Junior Secondary ,Regular ,Open
NG036,Yobe,NG036002,Bursari,Kaliyari Ward,"Government Day Junior Secondary School, Kaliyari",Junior Secondary ,Regular ,Open
NG036,Yobe,NG036002,Bursari,Masaba Ward,"Government Day Junior Secondary School, Masaba",Junior Secondary ,Regular ,Open
NG036,Yobe,NG036003,Damaturu,Damaturu Central,Abbari Primary School,Pre-Primary and Primary ,Regular ,Open
NG036,Yobe,NG036003,Damaturu,Damaturu Central,Al-Ansar Primary School,Pre-Primary and Primary ,Regular ,Open
NG036,Yobe,NG036003,Damaturu,Damaturu Central,Ali Marami Primary School,Pre-Primary and Primary ,Regular ,Open
NG036,Yobe,NG036003,Damaturu,,Al-Irshad Primary School,Pre-Primary and Primary ,Regular ,Close
NG036,Yobe,NG036003,Damaturu,Kalaallawa Shuwari,Belel Shiwari Primary School,Pre-Primary and Primary ,Regular ,Open
NG036,Yobe,NG036003,Damaturu,Damaturu Central,Bra-Bra Primary School,Pre-Primary and Primary ,Regular ,Open
NG036,Yobe,NG036003,Damaturu,Damaturu Central,Bukar Ali Primary School,Pre-Primary and Primary ,Regular ,Open
NG036,Yobe,NG036003,Damaturu,Murfa Kalam,Bulabulin Primary School,Pre-Primary and Primary ,Regular ,Open
NG036,Yobe,NG036003,Damaturu,,Bundugari Primary School,Pre-Primary and Primary ,Regular ,Open
NG036,Yobe,NG036003,Damaturu,Damaturu Central,Central Primary School,Pre-Primary and Primary ,Regular ,Open
NG036,Yobe,NG036003,Damaturu,Dabulu,Dabulu Primary School,Pre-Primary and Primary ,Regular ,Close
NG036,Yobe,NG036003,Damaturu,Damakosu,Damakosu Primary School,Pre-Primary and Primary ,Regular ,Open
NG036,Yobe,NG036003,Damaturu,,Damya Primary School,Pre-Primary and Primary ,Regular ,Close
NG036,Yobe,NG036003,Damaturu,,Dikumari Primary School,Pre-Primary and Primary ,Regular ,Open
NG036,Yobe,NG036003,Damaturu,,Dungurun Primary School,Pre-Primary and Primary ,Regular ,Open
NG036,Yobe,NG036003,Damaturu,,Dusuwa Primary School,Pre-Primary and Primary ,Regular ,Close
NG036,Yobe,NG036003,Damaturu,,Falari Primary School,Pre-Primary and Primary ,Regular ,Close
NG036,Yobe,NG036003,Damaturu,,Fuguri Primary School,Pre-Primary and Primary ,Regular ,Open
NG036,Yobe,NG036003,Damaturu,Gabai,Gabai Primary School,Pre-Primary and Primary ,Regular ,Open
NG036,Yobe,NG036003,Damaturu,Gambir,Gambir Primary School,Pre-Primary and Primary ,Regular ,Open
NG036,Yobe,NG036003,Damaturu,Nayi Nawa,Girl Child Primary School,Pre-Primary and Primary ,Regular ,Open
NG036,Yobe,NG036003,Damaturu,Murfa Kalam,Gundulka Primary School,Pre-Primary and Primary ,Regular ,Close
NG036,Yobe,NG036003,Damaturu,Sasawa,Kabaru Primary School,Pre-Primary and Primary ,Regular ,Close
NG036,Yobe,NG036003,Damaturu,Moduri,Kafitilowa Primary School,Pre-Primary and Primary ,Regular ,Open
NG036,Yobe,NG036003,Damaturu,Kalallawa Gabai,Kalallawa Primary School,Pre-Primary and Primary ,Regular ,Open
NG036,Yobe,NG036003,Damaturu,Murfa,Kasaisa Primary School,Pre-Primary and Primary ,Regular ,Open
NG036,Yobe,NG036003,Damaturu,Kukareta / Warsala,Kukareta Primary School,Pre-Primary and Primary ,Regular ,Open
NG036,Yobe,NG036003,Damaturu,Maisandari,Maisandari Primary School,Pre-Primary and Primary ,Regular ,Open
NG036,Yobe,NG036003,Damaturu,,Mangari Primary School,Pre-Primary and Primary ,Regular ,Close
NG036,Yobe,NG036003,Damaturu,Maisandari / Waziri Ibrahim Estate,Model Primary School,Pre-Primary and Primary ,Regular ,Open
NG036,Yobe,NG036003,Damaturu,Nasarawa,Modu Mustapha Primary School,Pre-Primary and Primary ,Regular ,Open
NG036,Yobe,NG036003,Damaturu,Maisandari,Maduri Primary School,Pre-Primary and Primary ,Regular ,Open
NG036,Yobe,NG036003,Damaturu,,Murfa Boarding Primary School,Pre-Primary and Primary ,Regular ,Open
NG036,Yobe,NG036003,Damaturu,,Murfa Day Primary School,Pre-Primary and Primary ,Regular ,Open
NG036,Yobe,NG036003,Damaturu,Maisandari,Mustiri Primary School,Pre-Primary and Primary ,Regular ,Open
NG036,Yobe,NG036003,Damaturu,Nayi Nawa,Nayi Nawa Primary School,Pre-Primary and Primary ,Regular ,Open
NG036,Yobe,NG036003,Damaturu,,Ngabarawa Primary School,Pre-Primary and Primary ,Regular ,Open
NG036,Yobe,NG036003,Damaturu,Njiwaji / Gwange,Njiwaji Primary School,Pre-Primary and Primary ,Regular ,Open
NG036,Yobe,NG036003,Damaturu,,Pompomari Primary School,Pre-Primary and Primary ,Regular ,Open
NG036,Yobe,NG036003,Damaturu,Damakosu,Salari Primary School,Pre-Primary and Primary ,Regular ,Close
NG036,Yobe,NG036003,Damaturu,Sasawa,Sasawa Primary School,Pre-Primary and Primary ,Regular ,Close
NG036,Yobe,NG036003,Damaturu,,Sindiri Primary School,Pre-Primary and Primary ,Regular ,Open
NG036,Yobe,NG036003,Damaturu,Central,State Lowcos Primary School,Pre-Primary and Primary ,Regular ,Open
NG036,Yobe,NG036003,Damaturu,Maisandari,Sumsumma Primary School,Pre-Primary and Primary ,Regular ,Open
NG036,Yobe,NG036003,Damaturu,Sasawa,Sungul B Primary School,Pre-Primary and Primary ,Regular ,Close
NG036,Yobe,NG036003,Damaturu,Kuka Reta,Warsala Primary School,Pre-Primary and Primary ,Regular ,Open
NG036,Yobe,NG036003,Damaturu,Maisandari,Waziri Ibrahim Primary School,Pre-Primary and Primary ,Regular ,Open
NG036,Yobe,NG036003,Damaturu,Bindigari Fawari,Zanna Zakaria Primary School,Pre-Primary and Primary ,Regular ,Open
NG036,Yobe,NG036003,Damaturu,Bundigari Pawari,Works & Housing Primary School,Pre-Primary and Primary ,Regular ,Open
NG036,Yobe,NG036003,Damaturu,Maisandari,Don Etebiat Primary School,Pre-Primary and Primary ,Regular ,Open
NG036,Yobe,NG036003,Damaturu,Malmatari,"Government Day Junior Secondary School, Bukar Ali El- Kanemi",Junior Secondary ,Regular ,Open
NG036,Yobe,NG036003,Damaturu,Murfa,"Government Day Junior Secondary School, Murfa Kalam",Junior Secondary ,Regular ,Open
NG036,Yobe,NG036003,Damaturu,Bundigari Pawari,"Government Day Junior Secondary School, Alimarami",Junior Secondary ,Regular ,Open
NG036,Yobe,NG036003,Damaturu,Bundigari Pawari,"Government Day Junior Secondary School, Bundigari",Junior Secondary ,Regular ,Open
NG036,Yobe,NG036003,Damaturu,Kalallawa Gabai,"Government Day Junior Secondary School, Kalallawa",Junior Secondary ,Regular ,Open
NG036,Yobe,NG036003,Damaturu,Nayi Nawa,"Government Day Junior Secondary School, Nayinawa",Junior Secondary ,Regular ,Open
NG036,Yobe,NG036003,Damaturu,Maisandari,"Government Day Junior Secondary School, Waziri Ibranim",Junior Secondary ,Regular ,Open
NG036,Yobe,NG036003,Damaturu,Maisandari,"GGovernment Day Junior Secondary School, Damaturu",Junior Secondary ,Regular ,Open
NG036,Yobe,NG036003,Damaturu,Kukareta,"Government Day Junior Secondary School, Kukareta",Junior Secondary ,Regular ,Open
NG036,Yobe,NG036003,Damaturu,Njwaji Gwange,"Government Day Secondary School, Damaturu",Senior Secondary ,Regular ,Open
NG036,Yobe,NG036003,Damaturu,Maisandari,"Government Girls Collegee, Damaturu",Senior Secondary ,Regular ,Open
NG036,Yobe,NG036003,Damaturu,Pawari,"Government Secondary School, Damaturu",Senior Secondary ,Regular ,Open
NG036,Yobe,NG036003,Damaturu,Gambir,Aqsat Schools Nigeria,Private Education ,Islamiyya integrated ,Open
NG036,Yobe,NG036003,Damaturu,Bulabulin,Bah-Yaye Memorial School,Private Education ,Regular ,Open
NG036,Yobe,NG036003,Damaturu,,Damaturu International School,Private Education ,Regular ,Open
NG036,Yobe,NG036003,Damaturu,Gwange,Nana Aisha College Of Islamic Theology,Private Education ,Islamiyya integrated ,Open
NG036,Yobe,NG036003,Damaturu,Bindigari Pawari,Yobe Childrens Academy,Private Education ,Regular ,Open
NG036,Yobe,NG036003,Damaturu,Maisandari,Zaid Thabit Littah-Fuzil Quran,Private Education ,Islamiyya integrated ,Open
NG036,Yobe,NG036003,Damaturu,Gwange,Sahel Multi-Millennials Acadamy,Private Education ,Regular ,Open
NG036,Yobe,NG036003,Damaturu,Malari,Damaturu City College,Private Education ,Regular ,Open
NG036,Yobe,NG036003,Damaturu,Bundigari Pawari,Hayatul Islam Primary,Private Education ,Regular ,Open
NG036,Yobe,NG036003,Damaturu,Bindigari Pawari,Maljaus Sunnah Nursery And Primary School,Private Education ,Regular ,Open
NG036,Yobe,NG036003,Damaturu,Maisandari,Queen Maryam Academy,Private Education ,Regular ,Open
NG036,Yobe,NG036003,Damaturu,Jerusalam,"St Marys School, Damaturu",Private Education ,Regular ,Open
NG036,Yobe,NG036004,Fika,Fika/Anze Ward,Anze Primary School,Pre-Primary and Primary ,Regular ,Open
NG036,Yobe,NG036004,Fika,,Asasul Primary School,Pre-primary and Primary,Regular ,Open
NG036,Yobe,NG036004,Fika,,Babaji Primary School,Pre-Primary and Primary ,Regular ,Open
NG036,Yobe,NG036004,Fika,Shoye Garin Aba,Babanana Primary School,Pre-Primary and Primary ,Regular ,Open
