State Pcode,State Name,LGA Pcode,LGA Name,Ward Name,School Name,School Level,School Type,School Status
NG002,Adamawa,NG002001,Demsa,,"Junior Secondary School, Lupanga",Junior Secondary,Regular,Open
NG002,Adamawa,NG002001,Demsa,Dong ,"Goverment Secondary School, Government Junior Secondary School Janawuri",Junior Secondary,Regular,Open
NG002,Adamawa,NG002001,Demsa,Bille ,"Government Junior Secondary School, Tereh",Junior Secondary,Regular,Open
NG002,Adamawa,NG002001,Demsa,Kpasham ,"Todi Christian Academy, Bali",Junior Secondary,Regular,Open
NG002,Adamawa,NG002001,Demsa,,"Government Day Secondary School, Kodomun",Senior Secondary,Regular,Open
NG002,Adamawa,NG002001,Demsa,,"Government Day Senior Secondary School, Demsa",Senior Secondary,Regular,Open
NG002,Adamawa,NG002001,Demsa,,"Government Day Senior Secondary School, Gwassalah",Senior Secondary,Regular,Open
NG002,Adamawa,NG002001,Demsa,,"Government Day Senior Secondary School, Kpasham",Senior Secondary,Regular,Open
NG002,Adamawa,NG002001,Demsa,,"Government Day Senior Secondary School, Mbula",Senior Secondary,Regular,Open
NG002,Adamawa,NG002001,Demsa,,"Government Day Senior Secondary School, Bali",Senior Secondary,Regular,Open
NG002,Adamawa,NG002001,Demsa,,"Government Day Senior Secondary School, Dilli",Senior Secondary,Regular,Open
NG002,Adamawa,NG002001,Demsa,,"Government Day Senior Secondary School, Gejembo",Senior Secondary,Regular,Open
NG002,Adamawa,NG002001,Demsa,,"Government Day Senior Secondary School, Kpankwai",Senior Secondary,Regular,Open
NG002,Adamawa,NG002001,Demsa,,"Government Day Senior Secondary School, Loh",Senior Secondary,Regular,Open
NG002,Adamawa,NG002001,Demsa,,"Government Day Senior Secondary School, Murgarang",Senior Secondary,Regular,Open
NG002,Adamawa,NG002001,Demsa,,"Government Day Senior Secondary School, Sundi",Senior Secondary,Regular,Open
NG002,Adamawa,NG002001,Demsa,,"Government Day Senior Secondary School, Tagombali",Senior Secondary,Regular,Open
NG002,Adamawa,NG002001,Demsa,,"Government Day Senior Secondary School, Tassala",Senior Secondary,Regular,Open
NG002,Adamawa,NG002001,Demsa,,"Government Girls' Senior Secondary School, Demsa",Senior Secondary,Regular,Open
NG002,Adamawa,NG002001,Demsa,,"Government Senior Secondary School, Borrong",Senior Secondary,Regular,Open
NG002,Adamawa,NG002001,Demsa,,"Goverrment Day Secondary School, Dong",Senior Secondary,Regular,Open
NG002,Adamawa,NG002001,Demsa,,"Government Day Secondary School, Dwam",Senior Secondary,Regular,Open
NG002,Adamawa,NG002001,Demsa,,"Government Day Secondary School, Nassarawo Demsa",Senior Secondary,Regular,Open
NG002,Adamawa,NG002001,Demsa,Bille Ward ,"Government Day Secondary School, Bille",Senior Secondary,Regular,Open
NG002,Adamawa,NG002001,Demsa,Dong ,"Alfred Bonyigon Memorial Academic, Dong",Private Education,Regular,Open
NG002,Adamawa,NG002001,Demsa,,"Alheri Academy, Dowaya",Private Education,Regular,Open
NG002,Adamawa,NG002001,Demsa,Kpasham ,"Better Foundation Nursery/Primary School, Damsa",Private Education,Regular,Open
NG002,Adamawa,NG002001,Demsa,Nassarawo Demsa ,"Darul Bayan Nursery & Primary School, Demsa",Private Education,Regular,Open
NG002,Adamawa,NG002001,Demsa,Demsa ,"Destiny Child International School, Demsa",Private Education,Regular,Open
NG002,Adamawa,NG002001,Demsa,Demsa ,"Eagles Academy, Demsa",Private Education,Regular,Open
NG002,Adamawa,NG002001,Demsa,Demsa ,"Ecwa Academy, Demsa",Private Education,Regular,Open
NG002,Adamawa,NG002001,Demsa,Kpasham ,"Gods Care Nursery/Primary School, Bali",Private Education,Regular,Open
NG002,Adamawa,NG002001,Demsa,Dowaya ,"Kings Academy, Fountain Of Life, Dowaya",Private Education,Regular,Open
NG002,Adamawa,NG002001,Demsa,Demsa ,"Namba Christain School, Demsa",Private Education,Regular,Open
NG002,Adamawa,NG002001,Demsa,Bille ,Nazareth Nursery School,Private Education,Regular,Open
NG002,Adamawa,NG002001,Demsa,Dwam ,"Salvation Accelerated Christian Education, Nursery/Primary",Private Education,Regular,Open
NG002,Adamawa,NG002001,Demsa,Nassarawo Demsa ,"Attadrib School, Demsa",Private Education,Regular,Open
NG002,Adamawa,NG002001,Demsa,Demsa ,"Ecwa Academy, Demsa Junior-Senior",Private Education,Regular,Open
NG002,Adamawa,NG002001,Demsa,Nassarawo ,Ihyaussunnah Arabic & Islamic Studies,Private Education,Islamiyya Integrated,Open
NG002,Adamawa,NG002001,Demsa,Demsa ,Simon Memorial (Nursery/Primary),Private Education,Regular,Open
NG002,Adamawa,NG002001,Demsa,Kpasham ,"St Peter Cathedral Academy, Bali, Kpasham",Private Education,Regular,Open
NG002,Adamawa,NG002001,Demsa,Nassarawo Demsa ,"Wisdom Lutheran Academy, Lukpanga",Private Education,Regular,Open
NG002,Adamawa,NG002001,Demsa,Demsa ,Eden Bible Life Academy,Private Education,Regular,Open
NG002,Adamawa,NG002001,Demsa,Kpasham ,"Vintage Nursery & Primary School, Bali",Private Education,Regular,Open
NG002,Adamawa,NG002001,Demsa,Kpasham ,Brighter Tommorow International Nursery/Primary School,Private Education,Regular,Open
NG002,Adamawa,NG002001,Demsa,Kpasham ,"Unity Nursery & Primary School, Tagombal",Private Education,Regular,Open
NG002,Adamawa,NG002001,Demsa,Dwam ,Rising Star'S Academy,Private Education,Regular,Open
NG002,Adamawa,NG002001,Demsa,Nassarawo Demsa ,"Elshadai Lutheran Academy, Greenvillage",Private Education,Regular,Open
NG002,Adamawa,NG002001,Demsa,Demsa ,"Future Hope Academy, Farai",Private Education,Regular,Open
NG002,Adamawa,NG002001,Demsa,Demsa ,Ilimi Nursery & Primary School,Private Education,Regular,Open
NG002,Adamawa,NG002001,Demsa,Kpasham ,Trinity LCCN Nursery & Primary School,Private Education,Regular,Open
NG002,Adamawa,NG002001,Demsa,Borrong ,"Moriah Ultimate Academy, Borrong",Private Education,Regular,Open
NG002,Adamawa,NG002001,Demsa,Demsa ,"Elvis Future Foundation Academy, Demsa",Private Education,Regular,Open
NG002,Adamawa,NG002001,Demsa,Demsa ,"Awesome Nursery & Primary School, Kwarafa",Private Education,Regular,Open
NG002,Adamawa,NG002001,Demsa,Demsa ,"Model Nursery & Primary School, Demsa",Private Education,Regular,Open
NG002,Adamawa,NG002001,Demsa,Dwam ,Danu Memorial Nursery & Primary School,Private Education,Regular,Open
NG002,Adamawa,NG002001,Demsa,Dwam ,St. Joseph Nursery Nursery & Primary School,Private Education,Regular,Open
NG002,Adamawa,NG002002,Fufore,,Abba Kumbo Primary School,Pre-Primary & Primary,Regular,Open
NG002,Adamawa,NG002002,Fufore,,Alajire Primary School,Pre-Primary & Primary,Regular,Open
NG002,Adamawa,NG002002,Fufore,,Alarba Gwerigwa Primary School,Pre-Primary & Primary,Regular,Open
NG002,Adamawa,NG002002,Fufore,Fufore ,Ardo Hamman Tukur Nursery/Primary School,Pre-Primary & Primary,Regular,Open
NG002,Adamawa,NG002002,Fufore,Gurin ,Ba-Omshe Primary School,Pre-Primary & Primary,Regular,Open
NG002,Adamawa,NG002002,Fufore,Pariya ,Babirwo Primary School,Pre-Primary & Primary,Regular,Open
NG002,Adamawa,NG002002,Fufore,,Bagale Primary School,Pre-Primary & Primary,Regular,Open
NG002,Adamawa,NG002002,Fufore,,Bagauri Primary School,Pre-Primary & Primary,Regular,Open
NG002,Adamawa,NG002002,Fufore,Uki Tuki ,Bai Primary School,Pre-Primary & Primary,Regular,Open
NG002,Adamawa,NG002002,Fufore,Fufore ,Bappare Primary School,Pre-Primary & Primary,Regular,Open
NG002,Adamawa,NG002002,Fufore,Yadim ,Bati Primary School,Pre-Primary & Primary,Regular,Open
NG002,Adamawa,NG002002,Fufore,Gurin ,Bausmanu Primary School,Pre-Primary & Primary,Regular,Open
NG002,Adamawa,NG002002,Fufore,,Beji-Bappawo Primary School,Pre-Primary & Primary,Regular,Open
NG002,Adamawa,NG002002,Fufore,Beti ,Beli Chiuti Primary,Pre-Primary & Primary,Regular,Open
NG002,Adamawa,NG002002,Fufore,Tadim ,Bengni Primary School,Pre-Primary & Primary,Regular,Open
NG002,Adamawa,NG002002,Fufore,Yadim ,Bengni Primary School,Pre-Primary & Primary,Regular,Open
NG002,Adamawa,NG002002,Fufore,,Bengo Primary School,Pre-Primary & Primary,Regular,Open
NG002,Adamawa,NG002002,Fufore,Beti ,Beti Bappawo Primary,Pre-Primary & Primary,Regular,Open
NG002,Adamawa,NG002002,Fufore,Karlahi ,Betti Giware Primary School,Pre-Primary & Primary,Regular,Open
NG002,Adamawa,NG002002,Fufore,Wuro Bokki ,Bilachi Bwatiye Primary School,Pre-Primary & Primary,Regular,Open
NG002,Adamawa,NG002002,Fufore,Wuro Bokki ,Bilachi Konchi Primary School,Pre-Primary & Primary,Regular,Open
NG002,Adamawa,NG002002,Fufore,Bodere ,Bodere Primary School,Pre-Primary & Primary,Regular,Open
NG002,Adamawa,NG002002,Fufore,Fufore ,Bongire Primary School,Pre-Primary & Primary,Regular,Open
NG002,Adamawa,NG002002,Fufore,,Buppagalche Primary School,Pre-Primary & Primary,Regular,Open
NG002,Adamawa,NG002002,Fufore,Gurin ,"Central Primary School, Gurin",Pre-Primary & Primary,Regular,Open
NG002,Adamawa,NG002002,Fufore,,"Central Primary School, Wuro Bokki",Pre-Primary & Primary,Regular,Open
NG002,Adamawa,NG002002,Fufore,Nbudagre ,"Central Primary School, Fufore",Pre-Primary & Primary,Regular,Open
NG002,Adamawa,NG002002,Fufore,Beti ,Chigari Primary School,Pre-Primary & Primary,Regular,Open
NG002,Adamawa,NG002002,Fufore,Gurin ,Chikito Pilot Primary School,Pre-Primary & Primary,Regular,Open
NG002,Adamawa,NG002002,Fufore,Fufore ,Chofajaule Primary School,Pre-Primary & Primary,Regular,Open
NG002,Adamawa,NG002002,Fufore,Pariya Ward ,Damare Primary School,Pre-Primary & Primary,Regular,Open
NG002,Adamawa,NG002002,Fufore,Wuro Bokki ,Dasin Abbakumbo Primary School,Pre-Primary & Primary,Regular,Open
NG002,Adamawa,NG002002,Fufore,Ribadu ,Dasin Hausa Primary School,Pre-Primary & Primary,Regular,Open
NG002,Adamawa,NG002002,Fufore,Ribadu ,Dason Bwatiye Primary School,Pre-Primary & Primary,Regular,Open
NG002,Adamawa,NG002002,Fufore,Pariya Ward ,Daware Primary School,Pre-Primary & Primary,Regular,Open
NG002,Adamawa,NG002002,Fufore,Malabu ,Dengeshi Primary School,Pre-Primary & Primary,Regular,Open
NG002,Adamawa,NG002002,Fufore,,Digino Primary School,Pre-Primary & Primary,Regular,Open
NG002,Adamawa,NG002002,Fufore,Ribadu ,Dulo Bwatiye Primary School,Pre-Primary & Primary,Regular,Open
NG002,Adamawa,NG002002,Fufore,Dulofulani ,Dulo Fulani Primary School,Pre-Primary & Primary,Regular,Open
NG002,Adamawa,NG002002,Fufore,,Farang Primary School,Pre-Primary & Primary,Regular,Open
NG002,Adamawa,NG002002,Fufore,,Farang-Farang Primary School,Pre-Primary & Primary,Regular,Open
NG002,Adamawa,NG002002,Fufore,Gurin ,Fema Primary School,Pre-Primary & Primary,Regular,Open
NG002,Adamawa,NG002002,Fufore,Gurin ,Filingo Primary School,Pre-Primary & Primary,Regular,Open
NG002,Adamawa,NG002002,Fufore,,Fufori Central Primary School,Pre-Primary & Primary,Regular,Open
NG002,Adamawa,NG002002,Fufore,Pariya ,Furo Primary School,Pre-Primary & Primary,Regular,Open
NG002,Adamawa,NG002002,Fufore,Beti ,Gawi Primary School,Pre-Primary & Primary,Regular,Open
NG002,Adamawa,NG002002,Fufore,,Gogra Primary School,Pre-Primary & Primary,Regular,Open
NG002,Adamawa,NG002002,Fufore,Farang ,Goshidang Primary School,Pre-Primary & Primary,Regular,Open
NG002,Adamawa,NG002002,Fufore,Mayo-Ine ,Guliyang Gatiro Primary School,Pre-Primary & Primary,Regular,Open
NG002,Adamawa,NG002002,Fufore,,Gurin Central Primary School,Pre-Primary & Primary,Regular,Open
NG002,Adamawa,NG002002,Fufore,,Gurinati Primary School,Pre-Primary & Primary,Regular,Open
NG002,Adamawa,NG002002,Fufore,Mayo-Ine ,Hamalaure Primary School,Pre-Primary & Primary,Regular,Open
NG002,Adamawa,NG002002,Fufore,Pariya ,Hamdalla Primary School,Pre-Primary & Primary,Regular,Open
NG002,Adamawa,NG002002,Fufore,Ribadu ,Hanafu Primary School,Pre-Primary & Primary,Regular,Open
NG002,Adamawa,NG002002,Fufore,,Hirnange Primary Sch Gurin,Pre-Primary & Primary,Regular,Open
NG002,Adamawa,NG002002,Fufore,Pariya ,Holmawo Primary School,Pre-Primary & Primary,Regular,Open
NG002,Adamawa,NG002002,Fufore,,"Islamiya School, Pariya",Pre-Primary & Primary,Islamiyya Integrated,Open
NG002,Adamawa,NG002002,Fufore,Karlahi ,Jangbunu Primary School,Pre-Primary & Primary,Regular,Open
NG002,Adamawa,NG002002,Fufore,,Jason Bwatiye Primary School,Pre-Primary & Primary,Regular,Open
NG002,Adamawa,NG002002,Fufore,Pariya Ward ,Jauro Jam Primary School,Pre-Primary & Primary,Regular,Open
NG002,Adamawa,NG002002,Fufore,Farang ,Jera Malabu Primary School,Pre-Primary & Primary,Regular,Open
NG002,Adamawa,NG002002,Fufore,Uki Tuku ,Jili Primary School,Pre-Primary & Primary,Regular,Open
NG002,Adamawa,NG002002,Fufore,,Jilima Sham Primary School,Pre-Primary & Primary,Regular,Open
NG002,Adamawa,NG002002,Fufore,Gurin ,Jubawo Primary School,Pre-Primary & Primary,Regular,Open
NG002,Adamawa,NG002002,Fufore,Mayo-Ine ,Kabillo Primary School,Pre-Primary & Primary,Regular,Open
NG002,Adamawa,NG002002,Fufore,Pariya ,Kadang Primary School,Pre-Primary & Primary,Regular,Open
NG002,Adamawa,NG002002,Fufore,,Kademi Primary School,Pre-Primary & Primary,Regular,Open
NG002,Adamawa,NG002002,Fufore,Wuroboki ,Kamarsa Primary School,Pre-Primary & Primary,Regular,Open
NG002,Adamawa,NG002002,Fufore,Ribadu ,Kapo Primary School,Pre-Primary & Primary,Regular,Open
NG002,Adamawa,NG002002,Fufore,Karlahi ,Karlahi Primary School,Pre-Primary & Primary,Regular,Open
NG002,Adamawa,NG002002,Fufore,Mayo-Ine ,Kiri Primary School,Pre-Primary & Primary,Regular,Open
NG002,Adamawa,NG002002,Fufore,Gurin ,Kochiel Primary School,Pre-Primary & Primary,Regular,Open
NG002,Adamawa,NG002002,Fufore,Farang ,"Kofare Primary School, Farang",Pre-Primary & Primary,Regular,Open
NG002,Adamawa,NG002002,Fufore,,Korawa Primary School,Pre-Primary & Primary,Regular,Open
NG002,Adamawa,NG002002,Fufore,,Kuryaji Primary School,Pre-Primary & Primary,Regular,Open
NG002,Adamawa,NG002002,Fufore,Yadim ,Lainde Primary School,Pre-Primary & Primary,Regular,Open
NG002,Adamawa,NG002002,Fufore,,"Legga Bardu Primary School, Mayo Ine District",Pre-Primary & Primary,Regular,Open
NG002,Adamawa,NG002002,Fufore,Beti ,Lemu Paja Primary School,Pre-Primary & Primary,Regular,Open
NG002,Adamawa,NG002002,Fufore,Gurin ,Les Sbeti Primary School,Pre-Primary & Primary,Regular,Open
NG002,Adamawa,NG002002,Fufore,Uki Tukki ,Lokosire Primary School,Pre-Primary & Primary,Regular,Open
NG002,Adamawa,NG002002,Fufore,,Luggere Deli Primary School,Pre-Primary & Primary,Regular,Open
NG002,Adamawa,NG002002,Fufore,Luggere ,Luggere Primary School,Pre-Primary & Primary,Regular,Open
NG002,Adamawa,NG002002,Fufore,,Lugjo Primary School,Pre-Primary & Primary,Regular,Open
NG002,Adamawa,NG002002,Fufore,Frang ,"Magdari Primary School, Malabu District",Pre-Primary & Primary,Regular,Open
NG002,Adamawa,NG002002,Fufore,,Maiombulo,Pre-Primary & Primary,Regular,Open
NG002,Adamawa,NG002002,Fufore,Wurobokki ,Malabu Gari Primary School,Pre-Primary & Primary,Regular,Open
NG002,Adamawa,NG002002,Fufore,Fufore ,"Margire Primary School, Fufore",Pre-Primary & Primary,Regular,Open
NG002,Adamawa,NG002002,Fufore,,"Marware Primary School, Marware",Pre-Primary & Primary,Regular,Open
NG002,Adamawa,NG002002,Fufore,Mayo-Ine ,Mayo-Mbulo Primary School,Pre-Primary & Primary,Regular,Open
NG002,Adamawa,NG002002,Fufore,Mayo-Ine ,Mayosanganare Bilite Primary School,Pre-Primary & Primary,Regular,Open
NG002,Adamawa,NG002002,Fufore,Mayo-Ine ,Mayosirkan Primary School,Pre-Primary & Primary,Regular,Open
NG002,Adamawa,NG002002,Fufore,,Mayo-Sirkan Primary School,Pre-Primary & Primary,Regular,Open
NG002,Adamawa,NG002002,Fufore,Farang ,Mbilla Malabu Primary School,Pre-Primary & Primary,Regular,Open
NG002,Adamawa,NG002002,Fufore,Mayo-Ine ,Mbonninga Nomadic Primary School,Pre-Primary & Primary,Regular,Open
NG002,Adamawa,NG002002,Fufore,,Mbonninga Primary School,Pre-Primary & Primary,Regular,Open
NG002,Adamawa,NG002002,Fufore,Rarang ,Mogbako Primary School,Pre-Primary & Primary,Regular,Open
NG002,Adamawa,NG002002,Fufore,,"Mubaro Primary School, Fufore",Pre-Primary & Primary,Regular,Open
NG002,Adamawa,NG002002,Fufore,Gurin ,Muninga Primary School,Pre-Primary & Primary,Regular,Open
NG002,Adamawa,NG002002,Fufore,Ribadu ,Nafori Primary School,Pre-Primary & Primary,Regular,Open
NG002,Adamawa,NG002002,Fufore,Pariya ,Nassarawo Furo Primary School,Pre-Primary & Primary,Regular,Open
NG002,Adamawa,NG002002,Fufore,Wurobokki ,Ndabala Primary School,Pre-Primary & Primary,Regular,Open
NG002,Adamawa,NG002002,Fufore,Beti ,"Njammare Primary School, Chigari",Pre-Primary & Primary,Regular,Open
NG002,Adamawa,NG002002,Fufore,Yadim ,Nyibango Primary School,Pre-Primary & Primary,Regular,Open
NG002,Adamawa,NG002002,Fufore,Karlahi ,Ogburi Primary School,Pre-Primary & Primary,Regular,Open
NG002,Adamawa,NG002002,Fufore,Gurin ,Parda Primary School,Pre-Primary & Primary,Regular,Open
NG002,Adamawa,NG002002,Fufore,,Pariya A Primary School,Pre-Primary & Primary,Regular,Open
NG002,Adamawa,NG002002,Fufore,Pariya ,Pariya B Primary School,Pre-Primary & Primary,Regular,Open
NG002,Adamawa,NG002002,Fufore,Mayo-Ine ,Pendi Primary School,Pre-Primary & Primary,Regular,Open
NG002,Adamawa,NG002002,Fufore,,"Ribadu Malabu Primary School, Fufore",Pre-Primary & Primary,Regular,Open
NG002,Adamawa,NG002002,Fufore,Farang ,Ribadu Primary School,Pre-Primary & Primary,Regular,Open
NG002,Adamawa,NG002002,Fufore,,S/Fema Primary School,Pre-Primary & Primary,Regular,Open
NG002,Adamawa,NG002002,Fufore,Fufore ,Sabon Gari Girl Child Primary School,Pre-Primary & Primary,Regular,Open
NG002,Adamawa,NG002002,Fufore,Mayo-Ine ,Sabon Pegi Primary School,Pre-Primary & Primary,Regular,Open
NG002,Adamawa,NG002002,Fufore,Sabon Gari ,Sabongari Primary School,Pre-Primary & Primary,Regular,Open
NG002,Adamawa,NG002002,Fufore,Uki Tuki ,Safatawa Primary School,Pre-Primary & Primary,Regular,Open
NG002,Adamawa,NG002002,Fufore,,Safatawa Primary School,Pre-Primary & Primary,Regular,Open
NG002,Adamawa,NG002002,Fufore,Fufore ,Solomsi Primary School,Pre-Primary & Primary,Regular,Open
NG002,Adamawa,NG002002,Fufore,Farang ,Tala Primary School,Pre-Primary & Primary,Regular,Open
NG002,Adamawa,NG002002,Fufore,Karlahi ,Tali Primary School,Pre-Primary & Primary,Regular,Open
NG002,Adamawa,NG002002,Fufore,Uki Tuki ,Tomsoro Primary School,Pre-Primary & Primary,Regular,Open
NG002,Adamawa,NG002002,Fufore,Karlahi ,Toza Primary School,Pre-Primary & Primary,Regular,Open
NG002,Adamawa,NG002002,Fufore,,Tuki Primary School,Pre-Primary & Primary,Regular,Open
NG002,Adamawa,NG002002,Fufore,Wurobokki ,Tunganoma Primary School,Pre-Primary & Primary,Regular,Open
NG002,Adamawa,NG002002,Fufore,,Ugi Primary School,Pre-Primary & Primary,Regular,Open
NG002,Adamawa,NG002002,Fufore,Yadim ,Ugi Primary School,Pre-Primary & Primary,Regular,Open
NG002,Adamawa,NG002002,Fufore,Uki Tuki ,Uki Primary School,Pre-Primary & Primary,Regular,Open
NG002,Adamawa,NG002002,Fufore,Karlahi ,Verere Primary School,Pre-Primary & Primary,Regular,Open
NG002,Adamawa,NG002002,Fufore,,Wafango Badu Primary School,Pre-Primary & Primary,Regular,Open
NG002,Adamawa,NG002002,Fufore,Ribadu ,Wafango Primary School,Pre-Primary & Primary,Regular,Open
NG002,Adamawa,NG002002,Fufore,Gurin ,Wauru Nelb Nomadic Primary School,Pre-Primary & Primary,Nomadic (Migrants),Open
NG002,Adamawa,NG002002,Fufore,Yadim ,Wom Dutse Primary School,Pre-Primary & Primary,Regular,Open
NG002,Adamawa,NG002002,Fufore,Yadim ,Womba Primary School,Pre-Primary & Primary,Regular,Open
NG002,Adamawa,NG002002,Fufore,Yadim ,Womjangi Primary School,Pre-Primary & Primary,Regular,Open
NG002,Adamawa,NG002002,Fufore,,Womsara Primary School,Pre-Primary & Primary,Regular,Open
NG002,Adamawa,NG002002,Fufore,Yadim ,Wuitire Primary School,Pre-Primary & Primary,Regular,Open
NG002,Adamawa,NG002002,Fufore,,Wuro-Sham Primary School,Pre-Primary & Primary,Regular,Open
NG002,Adamawa,NG002002,Fufore,Fufore ,Wuro Ahi Primary School,Pre-Primary & Primary,Regular,Open
NG002,Adamawa,NG002002,Fufore,Beti ,Wuro Ardo Primary School,Pre-Primary & Primary,Regular,Open
NG002,Adamawa,NG002002,Fufore,,Wuro Ardo Primary School,Pre-Primary & Primary,Regular,Open
NG002,Adamawa,NG002002,Fufore,,Wuro Bokki Central Primary School,Pre-Primary & Primary,Regular,Open
NG002,Adamawa,NG002002,Fufore,Wuro Bokki ,Wuro Hausa Primary School,Pre-Primary & Primary,Regular,Open
NG002,Adamawa,NG002002,Fufore,,Wuro Ishiyaku Primary School,Pre-Primary & Primary,Regular,Open
NG002,Adamawa,NG002002,Fufore,Karlahi ,Wuro Jauro Yahya Primary School,Pre-Primary & Primary,Regular,Open
NG002,Adamawa,NG002002,Fufore,Pariya ,Wuro Labai Nomadic Primary School,Pre-Primary & Primary,Regular,Open
NG002,Adamawa,NG002002,Fufore,Mayo-Ine ,Wuro Lamido Primary School,Pre-Primary & Primary,Regular,Open
NG002,Adamawa,NG002002,Fufore,Beti ,Wuro Mallum Primary School,Pre-Primary & Primary,Regular,Open
NG002,Adamawa,NG002002,Fufore,Ribadu ,Wuro Mango Nomadic Primary School,Pre-Primary & Primary,Nomadic (Migrants),Open
NG002,Adamawa,NG002002,Fufore,Wuro Bokki ,Wuro Marafa Primary School,Pre-Primary & Primary,Regular,Open
NG002,Adamawa,NG002002,Fufore,Mayo-Ine ,Wuro Sham Primary School,Pre-Primary & Primary,Regular,Open
NG002,Adamawa,NG002002,Fufore,,Wuro Ujiri Primary School,Pre-Primary & Primary,Regular,Open
NG002,Adamawa,NG002002,Fufore,Pariya ,Wuro Yolde Primary School,Pre-Primary & Primary,Regular,Open
NG002,Adamawa,NG002002,Fufore,Gurin ,Wuro Yolde Gurin Primary School,Pre-Primary & Primary,Regular,Open
NG002,Adamawa,NG002002,Fufore,Mayo-Inne ,"Wuro Yolde Kabill Nomardic Primary School, Wuro Yolde Village",Pre-Primary & Primary,Nomadic (Migrants),Open
NG002,Adamawa,NG002002,Fufore,,Wurokessum Primary School,Pre-Primary & Primary,Regular,Open
NG002,Adamawa,NG002002,Fufore,,Wurokesum Gurin Primary School,Pre-Primary & Primary,Regular,Open
NG002,Adamawa,NG002002,Fufore,,Wuroyanka 2 Primary School,Pre-Primary & Primary,Regular,Open
NG002,Adamawa,NG002002,Fufore,,Wuro-Yoide Primary School,Pre-Primary & Primary,Regular,Open
NG002,Adamawa,NG002002,Fufore,Yadim ,Yadim Primary School,Pre-Primary & Primary,Regular,Open
NG002,Adamawa,NG002002,Fufore,Pariya ,Yaungo Nomadic Primary School,Pre-Primary & Primary,Regular,Open
NG002,Adamawa,NG002002,Fufore,Mayo-Ine ,Yolde Bokki Primary School,Pre-Primary & Primary,Regular,Open
NG002,Adamawa,NG002002,Fufore,Karlahi ,Ngurore Primary School,Pre-Primary & Primary,Regular,Open
NG002,Adamawa,NG002002,Fufore,Farang ,"Central Primary School, Farang",Pre-Primary & Primary,Regular,Open
NG002,Adamawa,NG002002,Fufore,Farang ,Damare Primary School,Pre-Primary & Primary,Regular,Open
NG002,Adamawa,NG002002,Fufore,Ribadu ,"Central Primary School, Ribadu",Pre-Primary & Primary,Regular,Open
NG002,Adamawa,NG002002,Fufore,Gurin ,Njalingel Nomadic Primary School,Pre-Primary & Primary,Nomadic (Migrants),Open
NG002,Adamawa,NG002002,Fufore,Hausari ,"Business & Engineering Skill Training Centre, Fufore",Junior Secondary,Regular,Open
NG002,Adamawa,NG002002,Fufore,,"Government Boarding Junior Secondary School, Wuro Kurori",Junior Secondary,Regular,Open
NG002,Adamawa,NG002002,Fufore,Pariya ,"Government Day Junior Secondary School, Bagale",Junior Secondary,Regular,Open
NG002,Adamawa,NG002002,Fufore,Mayo Ine ,"Government Day Junior Secondary School, Mayo Ine",Junior Secondary,Regular,Open
NG002,Adamawa,NG002002,Fufore,,"Government Day Junior Secondary School, Pariya",Junior Secondary,Regular,Open
NG002,Adamawa,NG002002,Fufore,Pariya ,"Government Day Junior Secondary School, Badang Furo",Junior Secondary,Regular,Open
NG002,Adamawa,NG002002,Fufore,Beti ,"Government Day Junior Secondary School, Gawi",Junior Secondary,Regular,Open
NG002,Adamawa,NG002002,Fufore,,"Government Day Junior Secondary School, Kabillo",Junior Secondary,Regular,Open
NG002,Adamawa,NG002002,Fufore,Bokkori Muninga ,"Government Day Junior Secondary School, Muninga",Junior Secondary,Regular,Open
NG002,Adamawa,NG002002,Fufore,Beti ,"Government Day Junior Secondary School, Wuro Ardo",Junior Secondary,Regular,Open
NG002,Adamawa,NG002002,Fufore,,"Government Day Secondary School, Pariya",Junior Secondary,Regular,Open
NG002,Adamawa,NG002002,Fufore,Beti ,"Government Junior Secondary School, Beti Bappawo",Junior Secondary,Regular,Open
NG002,Adamawa,NG002002,Fufore,Yadim ,"Government Junior Secondary School, Lainde",Junior Secondary,Regular,Open
NG002,Adamawa,NG002002,Fufore,Beti ,"Government Junior Secondary School, Chigari",Junior Secondary,Regular,Open
NG002,Adamawa,NG002002,Fufore,,"Government Junior Secondary School, Dasin Hausa",Junior Secondary,Regular,Open
NG002,Adamawa,NG002002,Fufore,Pariya ,"Government Junior Secondary School, Daware",Junior Secondary,Regular,Open
NG002,Adamawa,NG002002,Fufore,,"Government Junior Secondary School, Gurin",Junior Secondary,Regular,Open
NG002,Adamawa,NG002002,Fufore,,"Government Junior Secondary School, Karlahi",Junior Secondary,Regular,Open
NG002,Adamawa,NG002002,Fufore,,"Government Junior Secondary School, Malabu",Junior Secondary,Regular,Open
NG002,Adamawa,NG002002,Fufore,,"Government Junior Secondary School, Ribadu",Junior Secondary,Regular,Open
NG002,Adamawa,NG002002,Fufore,Wuro Boki ,"Government Junior Secondary School, Wuro Bokki",Junior Secondary,Regular,Open
NG002,Adamawa,NG002002,Fufore,Gurin ,"Government Junior Secondary School, Chikito",Junior Secondary,Regular,Open
NG002,Adamawa,NG002002,Fufore,,"Government Junior Secondary School, Damare Malabu",Junior Secondary,Regular,Open
NG002,Adamawa,NG002002,Fufore,Farang ,"Government Junior Secondary School, Farang",Junior Secondary,Regular,Open
